Data,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.02.2019 11:00,30.8,759.2,760.6,1,68,Wind blowing from the north-east,3,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",16,24.2,No precipitation,3,,,,
09.02.2019 08:00,26.2,758.2,759.7,1.2,90,Wind blowing from the north,2,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,25.8,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",5,24.5,No precipitation,24,,,,
09.02.2019 05:00,26.2,757,758.5,-1.1,90,Wind blowing from the north,1,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,24.4,No precipitation,3,,,,
09.02.2019 02:00,26.7,758.1,759.5,-0.3,88,Wind blowing from the north,1,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,24.5,No precipitation,6,,,,
08.02.2019 23:00,27.3,758.4,759.8,1.5,84,Wind blowing from the north-northeast,2,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,24.3,No precipitation,3,,,,
08.02.2019 20:00,28.1,756.9,758.2,0.8,77,Wind blowing from the east-northeast,5,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,33.8,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",16,23.6,No precipitation,6,,,,
08.02.2019 17:00,32.1,756.1,757.4,-1.7,57,Wind blowing from the east-northeast,6,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,22.5,No precipitation,3,,,,
08.02.2019 14:00,32.4,757.8,759.1,-1.4,55,Wind blowing from the north-east,5,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",16,22.3,No precipitation,6,,,,
08.02.2019 11:00,30.2,759.2,760.6,1.3,66,Wind blowing from the north-east,4,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,23.1,No precipitation,3,,,,
08.02.2019 08:00,26.2,757.9,759.3,0.6,87,Wind blowing from the north,1,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,25.8,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",9,23.9,No precipitation,24,,,,
08.02.2019 05:00,26.1,757.3,758.7,-1.1,86,Wind blowing from the north,2,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,23.6,No precipitation,3,,,,
08.02.2019 02:00,26.6,758.4,759.8,-0.2,84,Wind blowing from the north-northeast,3,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,23.6,No precipitation,6,,,,
07.02.2019 23:00,26.8,758.6,760,1.5,83,Wind blowing from the north-east,3,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,23.7,No precipitation,3,,,,
07.02.2019 20:00,27.7,757.1,758.5,0.9,74,Wind blowing from the north-east,5,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,33,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",15,22.7,No precipitation,6,,,,
07.02.2019 17:00,30.2,756.2,757.6,-1.5,61,Wind blowing from the north-east,6,,,"90  or more, but not 100%","Precipitation within sight, reaching the ground or the surface of the sea, but distant, i.e. estimated to be more than 5 km from the station. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",16,21.9,No precipitation,3,,,,
07.02.2019 14:00,32.4,757.7,759.1,-1.6,54,Wind blowing from the north-east,5,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",15,21.9,No precipitation,6,,,,
07.02.2019 11:00,29.4,759.3,760.6,1.7,67,Wind blowing from the north-east,4,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",15,22.7,No precipitation,3,,,,
07.02.2019 08:00,25.9,757.6,759.1,0.4,86,Wind blowing from the north,2,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,24.8,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,23.4,No precipitation,24,,,,
07.02.2019 05:00,25.2,757.2,758.5,-1,89,Wind blowing from the north,1,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,23.2,No precipitation,3,,,,
07.02.2019 02:00,26,758.2,759.7,-0.1,85,Wind blowing from the north-east,4,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,23.2,No precipitation,6,,,,
06.02.2019 23:00,26.4,758.3,759.7,1.8,82,Wind blowing from the north-east,3,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,23,No precipitation,3,,,,
06.02.2019 20:00,27.1,756.5,757.9,0.7,77,Wind blowing from the north-east,4,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,32.3,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",16,22.7,No precipitation,6,,,,
06.02.2019 17:00,30.7,755.8,757.2,-1.4,56,Wind blowing from the north-east,5,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",16,20.8,No precipitation,3,,,,
06.02.2019 14:00,31.5,757.2,758.6,-1.6,54,Wind blowing from the north-east,5,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",16,21.1,No precipitation,6,,,,
06.02.2019 11:00,29.3,758.8,760.1,1.2,65,Wind blowing from the north-northeast,4,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",15,22.1,No precipitation,3,,,,
06.02.2019 08:00,25.8,757.6,758.9,0.4,86,Wind blowing from the north,1,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,24.7,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",16,23.2,No precipitation,24,,,,
06.02.2019 05:00,25.1,757.2,758.5,-1.1,87,Wind blowing from the north,2,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,22.7,No precipitation,3,,,,
06.02.2019 02:00,26,758.3,759.7,-0.7,84,Wind blowing from the north-east,4,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,23,No precipitation,6,,,,
05.02.2019 23:00,26.8,759,760.4,1.7,82,Wind blowing from the north-northeast,1,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,23.4,No precipitation,3,,,,
05.02.2019 20:00,27.7,757.3,758.7,0.8,78,Wind blowing from the north-east,4,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,32.4,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",16,23.5,No precipitation,6,,,,
05.02.2019 17:00,31,756.5,757.9,-2,57,Wind blowing from the north-east,6,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",22,21.5,No precipitation,3,,,,
05.02.2019 14:00,31.7,758.5,759.8,-1.4,58,Wind blowing from the north-east,6,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",20,22.4,No precipitation,6,,,,
05.02.2019 11:00,30.2,759.9,761.2,1.3,66,Wind blowing from the north-east,4,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",18,23.2,No precipitation,3,,,,
05.02.2019 08:00,25.9,758.6,760,0.9,86,Wind blowing from the north-northwest,2,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,25.6,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",16,23.4,No precipitation,24,,,,
05.02.2019 05:00,25.6,757.7,759.1,-1.4,89,Wind blowing from the north-northwest,1,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,23.6,No precipitation,3,,,,
05.02.2019 02:00,26.4,759.1,760.4,-0.4,88,Wind blowing from the north,2,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,24.2,No precipitation,6,,,,
04.02.2019 23:00,27.5,759.5,760.9,1.3,82,Wind blowing from the north-east,2,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,300-600,Altocumulus translucidus at a single level.,Cirrostratus not progressively invading the sky and not entirely covering it.,14,24.1,No precipitation,3,,,,
04.02.2019 20:00,28,758.2,759.6,1.8,78,Wind blowing from the north-east,4,,,"90  or more, but not 100%","Lightning visible, no thunder heard. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,33,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,Altocumulus translucidus at a single level.,Cirrostratus not progressively invading the sky and not entirely covering it.,14,23.8,No precipitation,6,,,,
04.02.2019 17:00,31.9,756.4,757.7,-1.8,62,Wind blowing from the north-east,6,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",20,23.8,No precipitation,3,,,,
04.02.2019 14:00,32,758.2,759.6,-1.5,58,Wind blowing from the north-east,5,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",18,22.8,No precipitation,6,,,,
04.02.2019 11:00,30.3,759.7,761,0.9,69,Wind blowing from the north-east,5,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,24,No precipitation,3,,,,
04.02.2019 08:00,26.4,758.8,760.1,1.1,88,Wind blowing from the north,1,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,25.8,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8,24.3,No precipitation,24,,,,
04.02.2019 05:00,26.4,757.7,759.1,-1.2,88,Wind blowing from the north-northeast,2,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,24.3,No precipitation,3,,,,
04.02.2019 02:00,26.7,758.9,760.3,-0.2,87,Wind blowing from the north-east,3,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,24.3,No precipitation,6,,,,
03.02.2019 23:00,27.1,759.1,760.6,1.7,84,Wind blowing from the north-east,5,,,70 – 80%.,Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,24.2,No precipitation,3,,,,
03.02.2019 20:00,28.1,757.4,758.8,1.2,78,Wind blowing from the north-northeast,4,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,32.9,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%.,300-600,Altocumulus translucidus at a single level.,Cirrostratus not progressively invading the sky and not entirely covering it.,15,24,No precipitation,6,,,,
03.02.2019 17:00,29.7,756.2,757.6,-1.8,70,Wind blowing from the north-east,6,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.",Cirrostratus not progressively invading the sky and not entirely covering it.,16,23.6,No precipitation,3,,,,
03.02.2019 14:00,31.5,758,759.4,-1.3,63,Wind blowing from the north-east,6,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,600-1000,Altocumulus translucidus at a single level.,Cirrostratus not progressively invading the sky and not entirely covering it.,16,23.7,No precipitation,6,,,,
03.02.2019 11:00,30.2,759.3,760.6,1.1,72,Wind blowing from the north-east,5,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.",Cirrostratus not progressively invading the sky and not entirely covering it.,14,24.6,No precipitation,3,,,,
03.02.2019 08:00,27,758.2,759.6,0.9,86,Wind blowing from the north-northeast,2,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,25.9,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,24.5,0.2,24,,,,
03.02.2019 05:00,26.6,757.3,758.7,-0.6,88,Wind blowing from the north-northeast,3,,,"90  or more, but not 100%",Haze. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",14,24.4,No precipitation,3,,,,
